name,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full
EU,2025-03-18,392.72,"3,495.22",11.24,413.51,"3,649.10","1,146.57","11,739.23","19,580.11",E,0,34.25
EU,2025-03-17,395.95,"3,495.22",11.33,327.87,"3,665.50","1,146.57","11,739.11","19,580.41",E,0,34.53
EU,2025-03-16,399.45,"3,495.22",11.43,506.88,"2,601.50","1,146.57","11,738.97","19,580.77",E,0,34.84
EU,2025-03-15,401.56,"3,495.22",11.49,501.74,"2,842.50","1,146.57","11,738.82","19,584.15",E,0,35.02
EU,2025-03-14,403.90,"3,495.22",11.56,335.8,"3,979.90","1,146.57","11,738.37","19,585.33",E,0,35.23
EU,2025-03-13,407.45,"3,495.22",11.66,264.64,"4,306.20","1,146.56","11,738.05","19,586.16",E,0,35.54
EU,2025-03-12,411.53,"3,495.22",11.77,313.3,"4,111.80","1,146.56","11,737.69","19,554.95",E,0,35.89
EU,2025-03-11,415.34,"3,495.22",11.88,356.19,"3,390.40","1,146.56","11,737.33","19,588.04",E,0,36.22
EU,2025-03-10,418.37,"3,495.22",11.97,661.62,"2,719.00","1,146.56","11,737.14","19,590.52",E,0,36.49
EU,2025-03-09,420.42,"3,495.22",12.03,"1,318.26","1,582.60","1,146.56","11,761.20","19,590.36",E,0,36.67
EU,2025-03-08,420.74,"3,495.22",12.04,"1,345.65","1,677.40","1,146.56","11,761.18","19,590.37",E,0,36.7
EU,2025-03-07,421.04,"3,495.22",12.05,729.13,"2,481.10","1,146.56","11,761.11","19,590.54",E,0,36.72
EU,2025-03-06,422.79,"3,495.22",12.1,739.07,"2,924.80","1,146.56","11,761.10","19,590.57",E,0,36.87
EU,2025-03-05,424.94,"3,495.22",12.16,448.28,"3,393.30","1,146.56","11,751.94","19,559.84",E,0,37.06
EU,2025-03-04,427.82,"3,495.22",12.24,388.48,"4,039.10","1,146.56","11,760.64","19,667.40",E,0,37.31
EU,2025-03-03,431.41,"3,495.22",12.34,270.88,"4,329.10","1,146.56","11,760.41","19,668.00",E,0,37.63
EU,2025-03-02,435.47,"3,495.22",12.46,475.92,"3,454.70","1,146.56","11,760.11","19,668.77",E,0,37.98
EU,2025-03-01,438.36,"3,495.22",12.54,220.08,"3,903.40","1,146.56","11,759.84","19,669.49",E,0,38.23
EU,2025-02-28,442.02,"3,495.22",12.65,172.02,"7,227.40","1,147.75","11,757.28","19,679.37",E,-1,38.51
EU,2025-02-27,449.03,"3,495.22",12.85,240.02,"5,038.70","1,147.75","11,756.89","19,680.37",E,0,39.12
EU,2025-02-26,453.83,"3,495.22",12.98,361.34,"4,874.80","1,147.75","11,747.76","19,648.58",E,0,39.54
EU,2025-02-25,458.25,"3,495.22",13.11,442.41,"4,678.60","1,147.75","11,756.46","19,681.52",E,0,39.93
EU,2025-02-24,462.45,"3,495.22",13.23,814.03,"4,199.50","1,147.75","11,756.59","19,681.18",E,0,40.29
EU,2025-02-23,465.84,"3,495.22",13.33,"1,186.05","3,396.10","1,147.75","11,756.74","19,680.76",E,0,40.59
EU,2025-02-22,468.06,"3,495.22",13.39,833.25,"3,841.90","1,147.99","11,756.99","19,680.12",E,0,40.77
EU,2025-02-21,471.00,"3,495.22",13.48,683.64,"4,980.20","1,147.99","11,757.03","19,680.02",E,0,41.03
EU,2025-02-20,475.23,"3,495.22",13.6,437.32,"6,572.70","1,147.99","11,756.95","19,686.21",E,-1,41.4
EU,2025-02-19,481.36,"3,495.22",13.77,269,"7,924.40","1,147.99","11,747.57","19,655.10",E,-1,41.93
EU,2025-02-18,488.86,"3,495.22",13.99,167.09,"8,695.70","1,147.75","11,756.06","19,688.56",E,-1,42.59
EU,2025-02-17,497.41,"3,495.22",14.23,112.32,"8,659.10","1,147.75","11,755.50","19,690.04",E,-1,43.34
EU,2025-02-16,505.77,"3,495.22",14.47,267.72,"6,553.60","1,147.75","11,755.07","19,691.19",E,-1,44.07
EU,2025-02-15,512.13,"3,495.22",14.65,147.44,"6,827.80","1,147.75","11,754.65","19,692.29",E,-1,44.62
EU,2025-02-14,518.79,"3,495.22",14.84,165.53,"8,179.60","1,147.75","11,754.06","19,693.85",E,-1,45.2
EU,2025-02-13,526.80,"3,495.22",15.07,129.16,"8,012.00","1,147.75","11,753.46","19,695.45",E,-1,45.9
EU,2025-02-12,534.55,"3,495.22",15.29,138.02,"7,935.70","1,147.75","11,743.87","19,664.86",E,-1,46.57
EU,2025-02-11,542.19,"3,495.22",15.51,216.62,"7,616.20","1,147.75","11,752.30","19,698.50",E,-1,47.24
EU,2025-02-10,549.59,"3,495.22",15.72,236.02,"6,991.00","1,147.75","11,751.90","19,701.56",E,-1,47.88
EU,2025-02-09,556.33,"3,495.22",15.92,398.14,"5,565.30","1,147.75","11,751.71","19,702.06",E,0,48.47
EU,2025-02-08,561.52,"3,495.22",16.07,253.88,"5,846.00","1,147.75","11,751.52","19,702.56",E,0,48.92
EU,2025-02-07,567.11,"3,495.22",16.23,266.31,"6,712.10","1,147.75","11,751.25","19,703.26",E,-1,49.41
EU,2025-02-06,573.56,"3,495.22",16.41,133.84,"7,500.20","1,147.75","11,751.20","19,703.40",E,-1,49.97
EU,2025-02-05,580.99,"3,495.22",16.62,194.53,"7,951.20","1,147.75","11,741.59","19,804.48",E,-1,50.62
EU,2025-02-04,588.80,"3,495.22",16.85,139.55,"7,928.30","1,147.75","11,750.04","19,838.07",E,-1,51.3
EU,2025-02-03,596.50,"3,495.22",17.07,137.87,"7,870.40","1,147.75","11,749.37","19,839.84",E,-1,51.97
EU,2025-02-02,604.21,"3,495.22",17.29,273.90,"5,893.00","1,147.75","11,748.87","19,841.17",E,0,52.64
EU,2025-02-01,609.79,"3,495.22",17.45,261.10,"5,621.20","1,147.75","11,748.42","19,842.35",E,0,53.13
EU,2025-01-31,615.04,"3,495.22",17.6,144.17,"6,467.70","1,147.64","11,747.98","19,843.52",E,-1,53.59
EU,2025-01-30,621.33,"3,495.22",17.78,179.27,"6,056.80","1,147.64","11,747.45","19,844.91",E,-1,54.14
EU,2025-01-29,627.17,"3,495.22",17.94,337.60,"4,805.70","1,147.64","11,747.23","19,835.49",E,0,54.65
EU,2025-01-28,631.80,"3,495.22",18.08,325.44,"4,712.80","1,147.64","11,746.96","19,836.21",E,0,55.05
EU,2025-01-27,636.19,"3,495.22",18.2,458.58,"4,848.10","1,147.64","11,746.91","19,836.33",E,0,55.43
EU,2025-01-26,640.58,"3,495.22",18.33,658.22,"4,651.80","1,147.64","11,746.65","19,837.03",E,0,55.82
EU,2025-01-25,644.75,"3,495.22",18.45,521.46,"4,739.80","1,147.64","11,746.46","19,837.52",E,0,56.18
EU,2025-01-24,648.75,"3,495.22",18.56,334.67,"5,928.60","1,147.64","11,746.16","19,810.73",E,0,56.53
EU,2025-01-23,654.35,"3,495.22",18.72,234.02,"7,105.10","1,147.64","11,745.90","19,811.40",E,-1,57.02
EU,2025-01-22,661.04,"3,495.22",18.91,159.79,"9,270.40","1,147.64","11,745.21","19,813.23",E,-1,57.6
EU,2025-01-21,670.18,"3,495.22",19.17,99.09,"10,600.20","1,147.64","11,744.47","19,815.17",E,-1,58.4
EU,2025-01-20,680.87,"3,495.22",19.48,151.65,"10,303.10","1,147.64","11,743.73","19,820.14",E,-1,59.33
EU,2025-01-19,690.99,"3,495.22",19.77,277.31,"8,810.30","1,147.64","11,742.99","19,822.09",E,-1,60.21
EU,2025-01-18,699.67,"3,495.22",20.02,189.73,"8,824.80","1,147.64","11,742.24","19,824.07",E,-1,60.97
EU,2025-01-17,708.29,"3,495.22",20.26,142.38,"9,831.40","1,147.64","11,741.51","19,826.00",E,-1,61.72
EU,2025-01-16,717.98,"3,495.22",20.54,134.96,"9,218.10","1,147.64","11,740.87","19,827.69",E,-1,62.56
EU,2025-01-15,727.01,"3,495.22",20.8,221.81,"9,453.40","1,147.64","11,740.22","19,827.63",E,-1,63.35
EU,2025-01-14,736.20,"3,495.22",21.06,78.27,"9,659.20","1,147.64","11,739.56","19,829.37",E,-1,64.15
EU,2025-01-13,745.77,"3,495.22",21.34,74.77,"9,104.30","1,147.64","11,738.85","19,831.24",E,-1,64.98
EU,2025-01-12,754.83,"3,495.22",21.6,156.62,"7,334.80","1,147.64","11,738.25","19,832.85",E,-1,65.77
EU,2025-01-11,762.03,"3,495.22",21.8,146.68,"7,189.00","1,147.64","11,737.59","19,834.59",E,-1,66.4
EU,2025-01-10,769.09,"3,495.22",22,181.80,"7,317.30","1,147.64","11,736.95","19,843.26",E,-1,67.01
EU,2025-01-09,776.22,"3,495.22",22.21,194.37,"7,135.90","1,147.64","11,736.54","19,844.34",E,-1,67.64
EU,2025-01-08,783.15,"3,495.22",22.41,230.60,"6,836.30","1,147.64","11,735.75","19,846.42",E,-1,68.24
EU,2025-01-07,789.95,"3,495.22",22.6,222.22,"5,809.70","1,147.64","11,735.31","19,847.60",E,0,68.83
EU,2025-01-06,795.54,"3,495.22",22.76,400.86,"5,007.30","1,147.64","11,734.98","19,848.47",E,0,69.32
EU,2025-01-05,800.15,"3,495.22",22.89,390.92,"5,833.40","1,147.64","11,734.38","19,850.06",E,0,69.72
EU,2025-01-04,805.41,"3,495.22",23.04,216.21,"6,738.60","1,147.64","11,733.69","19,851.86",E,-1,70.18
EU,2025-01-03,811.92,"3,495.22",23.23,172.42,"6,804.50","1,147.64","11,733.01","19,853.68",E,-1,70.75
EU,2025-01-02,818.57,"3,495.22",23.42,176.23,"5,704.10","1,147.64","11,732.40","19,855.29",E,0,71.33
EU,2025-01-01,824.10,"3,495.22",23.58,429.79,"4,578.80","1,147.64","11,732.00","19,856.32",E,0,71.81
EU,2024-12-31,828.27,"3,495.22",23.7,244.83,"5,390.00","1,147.83","11,732.74","19,862.29",E,0,72.16
EU,2024-12-30,833.40,"3,495.22",23.84,210.75,"5,794.70","1,147.83","11,732.12","19,863.93",E,0,72.61
EU,2024-12-29,838.99,"3,495.22",24,241.95,"5,255.60","1,147.83","11,731.49","19,865.59",E,0,73.09
EU,2024-12-28,844.02,"3,495.22",24.15,183.46,"5,518.90","1,147.83","11,730.74","19,867.56",E,0,73.53
EU,2024-12-27,849.37,"3,495.22",24.3,196.43,"5,404.70","1,147.83","11,730.20","19,868.99",E,0,74
EU,2024-12-26,854.61,"3,495.22",24.45,415.83,"3,986.60","1,147.83","11,729.89","19,869.81",E,0,74.45
EU,2024-12-25,858.19,"3,495.22",24.55,541.84,"3,220.90","1,147.83","11,729.78","19,870.11",E,0,74.77
EU,2024-12-24,860.77,"3,495.22",24.63,400.97,"3,958.40","1,147.83","11,729.38","19,871.17",E,0,74.99
EU,2024-12-23,864.33,"3,495.22",24.73,403.11,"4,295.20","1,147.83","11,728.97","19,872.24",E,0,75.3
EU,2024-12-22,868.24,"3,495.22",24.84,828.21,"3,393.10","1,147.83","11,728.81","19,872.67",E,0,75.64
EU,2024-12-21,870.98,"3,495.22",24.92,782.30,"3,463.70","1,147.83","11,728.66","19,873.05",E,0,75.88
EU,2024-12-20,873.66,"3,495.22",25,423.82,"4,391.20","1,147.83","11,728.18","19,874.32",E,0,76.11
EU,2024-12-19,877.64,"3,495.22",25.11,487.16,"3,903.40","1,147.83","11,728.57","19,873.31",E,0,76.46
EU,2024-12-18,880.77,"3,495.22",25.2,399.70,"4,562.60","1,147.83","11,719.24","19,842.03",E,0,76.73
EU,2024-12-17,884.94,"3,495.22",25.32,285.75,"4,926.30","1,147.83","11,727.65","19,875.72",E,0,77.1
EU,2024-12-16,889.58,"3,495.22",25.45,326.11,"5,220.20","1,147.83","11,727.31","19,876.61",E,0,77.5
EU,2024-12-15,894.32,"3,495.22",25.59,431.39,"4,573.30","1,147.83","11,726.92","19,877.63",E,0,77.91
EU,2024-12-14,898.47,"3,495.22",25.71,246.37,"5,836.40","1,147.83","11,726.36","19,879.12",E,0,78.28
EU,2024-12-13,904.06,"3,495.22",25.87,105.74,"8,037.20","1,147.83","11,725.50","19,881.39",E,-1,78.76
EU,2024-12-12,911.85,"3,495.22",26.09,75.09,"8,342.00","1,147.83","11,724.74","19,883.40",E,-1,79.44
EU,2024-12-11,920.13,"3,495.22",26.33,96.27,"8,361.00","1,147.83","11,710.93","19,839.12",E,-1,80.16
EU,2024-12-10,928.37,"3,495.22",26.56,92.52,"7,592.10","1,147.76","11,702.20","19,812.25",E,-1,80.89
EU,2024-12-09,935.88,"3,495.22",26.78,164.52,"5,921.90","1,147.76","11,722.47","19,889.15",E,-1,81.54
EU,2024-12-08,941.62,"3,495.22",26.94,400.61,"4,035.20","1,147.76","11,722.15","19,889.97",E,0,82.04
EU,2024-12-07,945.28,"3,495.22",27.04,407.22,"4,227.80","1,147.76","11,721.92","19,890.59",E,0,82.36
EU,2024-12-06,949.09,"3,495.22",27.15,335.06,"5,125.60","1,147.76","11,708.33","19,845.73",E,0,82.69
EU,2024-12-05,953.89,"3,495.22",27.29,212.25,"5,804.20","1,147.76","11,697.85","19,805.10",E,0,83.11
EU,2024-12-04,959.52,"3,495.22",27.45,132.00,"6,510.10","1,147.76","11,697.11","19,807.06",E,-1,83.6
EU,2024-12-03,965.89,"3,495.22",27.63,215.95,"5,945.20","1,147.82","11,696.38","19,808.98",E,-1,84.15
EU,2024-12-02,971.64,"3,495.22",27.8,243.76,"5,129.80","1,147.82","11,698.94","19,811.86",E,0,84.65
EU,2024-12-01,976.53,"3,495.22",27.94,386.32,"4,159.10","1,147.82","11,719.62","19,887.66",C,0,85.08
EU,2024-11-30,980.32,"3,495.22",28.05,552.12,"4,369.60","1,147.82","11,719.12","19,887.98",C,0,85.41
EU,2024-11-29,984.14,"3,495.22",28.16,79.51,"5,513.20","1,147.82","11,718.17","19,890.49",E,0,85.74
EU,2024-11-28,989.56,"3,495.22",28.31,72.08,"5,034.80","1,147.82","11,717.38","19,892.58",C,0,86.21
EU,2024-11-27,994.53,"3,495.22",28.45,199.12,"4,792.80","1,147.82","11,717.13","19,846.84",C,0,86.64
EU,2024-11-26,999.13,"3,495.22",28.59,110.33,"4,448.50","1,147.82","11,716.91","19,808.15",C,0,87.05
EU,2024-11-25,"1,003.47","3,495.22",28.71,479.90,"3,591.30","1,147.82","11,716.80","19,819.13",C,0,87.42
EU,2024-11-24,"1,006.58","3,495.22",28.8,"1,001.01","3,266.80","1,147.82","11,716.74","19,894.27",C,0,87.7
EU,2024-11-23,"1,008.92","3,495.22",28.87,369.27,"4,782.60","1,147.82","11,716.28","19,895.49",C,0,87.9
EU,2024-11-22,"1,013.36","3,495.22",28.99,155.18,"6,517.00","1,147.82","11,715.42","19,897.74",C,-1,88.29
EU,2024-11-21,"1,019.74","3,495.22",29.18,95.35,"6,511.80","1,147.82","11,690.87","19,899.22",C,-1,88.84
EU,2024-11-20,"1,026.23","3,495.22",29.36,144.71,"5,429.90","1,147.82","11,689.74","19,902.19",C,0,89.41
EU,2024-11-19,"1,031.38","3,495.22",29.51,172.99,"5,220.30","1,147.70","11,689.11","19,905.85",E,0,89.86
EU,2024-11-18,"1,036.43","3,495.22",29.65,92.94,"5,078.60","1,147.70","11,688.60","19,907.20",C,0,90.31
EU,2024-11-17,"1,041.46","3,495.22",29.8,309.92,"3,330.70","1,147.70","11,688.38","19,907.78",C,0,90.74
EU,2024-11-16,"1,044.46","3,495.22",29.88,330.68,"3,292.20","1,147.70","11,688.19","19,908.27",E,0,91
EU,2024-11-15,"1,047.50","3,495.22",29.97,188.17,"4,768.80","1,147.70","11,687.89","19,909.07",C,0,91.27
EU,2024-11-14,"1,052.03","3,495.22",30.1,159.60,"5,159.30","1,147.70","11,688.81","19,906.65",E,0,91.66
EU,2024-11-13,"1,057.03","3,495.22",30.24,114.33,"5,630.30","1,147.70","11,688.12","19,908.46",C,0,92.1
EU,2024-11-12,"1,062.55","3,495.22",30.4,101.29,"5,035.80","1,147.70","11,687.13","19,911.07",C,0,92.58
EU,2024-11-11,"1,067.88","3,495.22",30.55,203.93,"3,604.90","1,147.70","11,686.85","19,911.83",C,0,93.04
EU,2024-11-10,"1,071.12","3,495.22",30.65,333.56,"2,692.70","1,147.70","11,686.29","19,913.28",C,0,93.33
EU,2024-11-09,"1,073.50","3,495.22",30.71,315.56,"2,898.20","1,147.70","11,685.68","19,914.90",E,0,93.53
EU,2024-11-08,"1,076.11","3,495.22",30.79,209.98,"3,663.90","1,147.70","11,684.83","19,917.15",C,0,93.76
EU,2024-11-07,"1,079.58","3,495.22",30.89,80.78,"4,162.90","1,147.70","11,683.94","19,919.50",C,0,94.06
EU,2024-11-06,"1,083.51","3,495.22",31,143.19,"3,916.90","1,147.70","11,679.81","19,915.74",C,0,94.41
EU,2024-11-05,"1,087.28","3,495.22",31.11,152.57,"3,234.00","1,147.70","11,682.89","19,921.55",C,0,94.74
EU,2024-11-04,"1,090.34","3,495.22",31.2,266.73,"2,506.60","1,147.70","11,682.35","19,922.97",C,0,95
EU,2024-11-03,"1,092.59","3,495.22",31.26,829.06,"1,108.70","1,147.70","11,706.64","19,922.22",E,0,95.2
EU,2024-11-02,"1,092.89","3,495.22",31.27,"1,087.22",932.5,"1,147.70","11,707.06","19,921.10",C,0,95.22
EU,2024-11-01,"1,092.74","3,495.22",31.26,"1,291.60",920.5,"1,147.70","11,707.31","19,920.44",C,0,95.21
EU,2024-10-31,"1,092.25","3,495.22",31.25,596.57,960.1,"1,147.70","11,810.34","19,893.79",E,0,95.17
EU,2024-10-30,"1,092.74","3,495.22",31.26,537.37,923,"1,147.70","11,810.15","19,894.30",C,0,95.21
EU,2024-10-29,"1,092.71","3,495.22",31.26,461.94,"1,010.30","1,147.67","11,810.15","19,894.29",C,0,95.21
EU,2024-10-28,"1,093.85","3,495.22",31.3,937.69,860,"1,147.67","11,810.06","19,894.52",C,0,95.31
EU,2024-10-27,"1,093.77","3,495.22",31.29,"1,276.73",714.9,"1,147.61","11,810.11","19,894.40",C,0,95.31
EU,2024-10-26,"1,093.31","3,495.22",31.28,"1,354.15",656.3,"1,147.61","12,030.89","20,228.35",E,0,95.27
EU,2024-10-25,"1,092.58","3,495.22",31.26,744.24,869.2,"1,147.61","11,810.00","19,894.69",C,0,95.21
EU,2024-10-24,"1,092.69","3,495.22",31.26,552.32,941.9,"1,147.61","11,809.76","19,895.31",C,0,95.21
EU,2024-10-23,"1,093.16","3,495.22",31.28,527.30,"1,109.40","1,147.61","11,778.62","19,889.55",C,0,95.26
EU,2024-10-22,"1,093.81","3,495.22",31.29,671.36,814.1,"1,147.61","11,809.47","19,896.07",E,0,95.31
EU,2024-10-21,"1,093.94","3,495.22",31.3,850.49,751.7,"1,147.61","11,809.41","19,896.23",C,0,95.32
EU,2024-10-20,"1,093.74","3,495.22",31.29,"1,649.49",392.7,"1,147.61","11,809.44","19,896.16",C,0,95.31
EU,2024-10-19,"1,092.49","3,495.22",31.26,"1,542.46",418.9,"1,147.61","11,809.45","19,896.14",C,0,95.2
EU,2024-10-18,"1,091.37","3,495.22",31.22,948.58,570.8,"1,147.61","11,809.44","19,896.17",C,0,95.1
EU,2024-10-17,"1,091.10","3,495.22",31.22,"1,004.34",680.3,"1,147.58","11,809.42","19,896.21",C,0,95.08
EU,2024-10-16,"1,090.71","3,495.22",31.21,"1,147.86",590.7,"1,147.58","11,800.42","19,864.09",C,0,95.04
EU,2024-10-15,"1,090.18","3,495.22",31.19,972.88,861.5,"1,147.53","11,809.42","19,896.22",C,0,95
EU,2024-10-14,"1,090.06","3,495.22",31.19,745.17,"1,265.00","1,147.33","11,887.14","19,820.44",E,0,95.01
EU,2024-10-13,"1,090.57","3,495.22",31.2,"1,547.94",541.5,"1,147.23","11,887.29","19,820.07",C,0,95.06
EU,2024-10-12,"1,089.57","3,495.22",31.17,"1,632.95",472.6,"1,147.23","11,887.43","19,819.70",C,0,94.97
EU,2024-10-11,"1,088.57","3,495.22",31.14,"1,129.66",719.2,"1,147.20","11,887.41","19,819.74",C,0,94.89
EU,2024-10-10,"1,088.01","3,495.22",31.13,"1,573.48",500.4,"1,147.29","11,886.55","19,822.01",C,0,94.83
EU,2024-10-09,"1,087.12","3,495.22",31.1,"1,608.87",447.6,"1,147.29","11,442.48","19,234.46",C,0,94.76
EU,2024-10-08,"1,085.94","3,495.22",31.07,"1,331.14",493.5,"1,147.29","11,451.48","19,266.59",E,0,94.65
EU,2024-10-07,"1,084.92","3,495.22",31.04,"1,156.22",498.3,"1,147.30","11,451.48","19,266.83",C,0,94.56
EU,2024-10-06,"1,084.47","3,495.22",31.03,"1,688.38",404.1,"1,147.30","11,886.56","19,624.22",C,0,94.52
EU,2024-10-05,"1,083.21","3,495.22",30.99,"1,418.53",525.1,"1,147.30","11,886.57","19,624.21",C,0,94.41
EU,2024-10-04,"1,082.10","3,495.22",30.96,883.50,549.2,"1,147.30","11,886.58","19,610.45",C,0,94.32
EU,2024-10-03,"1,081.77","3,495.22",30.95,830.54,670.2,"1,147.30","11,886.65","19,624.10",C,0,94.29
EU,2024-10-02,"1,081.63","3,495.22",30.95,672.14,"1,061.80","1,147.30","11,876.65","19,549.92",C,0,94.28
EU,2024-10-01,"1,082.02","3,495.22",30.96,692.72,818,"1,147.30","11,886.79","19,409.72",E,0,94.31
EU,2024-09-30,"1,081.39","3,495.22",30.94,"1,211.08",760.8,"1,146.14","11,894.22","19,461.48",C,0,94.35
EU,2024-09-29,"1,080.99","3,495.22",30.93,"1,809.98",455.9,"1,146.14","11,855.22","19,633.09",C,0,94.32
EU,2024-09-28,"1,079.66","3,495.22",30.89,"1,832.21",469.7,"1,146.14","11,894.22","19,873.34",C,0,94.2
EU,2024-09-27,"1,078.30","3,495.22",30.85,"1,436.29",553.4,"1,146.14","11,879.19","19,819.88",C,0,94.08
EU,2024-09-26,"1,077.42","3,495.22",30.83,"1,406.30",516.2,"1,146.14","11,870.18","19,787.77",C,0,94
EU,2024-09-25,"1,076.85","3,495.22",30.81,"1,374.38",529.4,"1,145.89","11,864.19","19,787.79",C,0,93.97
EU,2024-09-24,"1,076.02","3,495.22",30.79,"1,183.33",829.3,"1,145.89","11,864.13","19,787.96",C,0,93.9
EU,2024-09-23,"1,075.33","3,495.22",30.77,"1,150.31",775.7,"1,145.89","11,867.93","19,802.74",E,0,93.84
EU,2024-09-22,"1,074.97","3,495.22",30.76,"1,866.38",474.6,"1,145.89","11,887.93","19,874.17",C,0,93.81
EU,2024-09-21,"1,073.59","3,495.22",30.72,"1,800.94",324.4,"1,145.89","11,887.91","19,874.21",C,0,93.69
EU,2024-09-20,"1,072.12","3,495.22",30.67,"1,322.80",479.2,"1,145.89","11,887.87","19,874.31",C,0,93.56
EU,2024-09-19,"1,071.28","3,495.22",30.65,"1,269.16",596.4,"1,145.89","11,887.85","19,874.36",E,0,93.49
EU,2024-09-18,"1,070.62","3,495.22",30.63,"1,251.58",650,"1,145.88","11,869.59","19,870.10",C,0,93.43
EU,2024-09-17,"1,069.96","3,495.22",30.61,978.77,797.2,"1,145.88","11,867.80","19,874.49",C,0,93.38
EU,2024-09-16,"1,069.79","3,495.22",30.61,"1,110.15",944.3,"1,145.69","11,877.49","19,875.30",C,0,93.38
EU,2024-09-15,"1,069.64","3,495.22",30.6,"1,500.70",732.9,"1,145.69","11,877.48","19,875.32",C,0,93.36
EU,2024-09-14,"1,068.69","3,495.22",30.58,"1,444.42",793.1,"1,145.69","11,876.62","19,874.37",C,0,93.28
EU,2024-09-13,"1,068.05","3,495.22",30.56,"1,257.68",976.2,"1,145.69","11,877.39","19,875.57",C,0,93.22
EU,2024-09-12,"1,067.77","3,495.22",30.55,"1,083.69","1,059.10","1,145.69","11,877.30","19,875.80",E,0,93.2
EU,2024-09-11,"1,067.75","3,495.22",30.55,"1,204.70",489.7,"1,145.69","11,868.30","19,843.67",E,0,93.2
EU,2024-09-10,"1,067.17","3,495.22",30.53,"1,597.53",408.9,"1,145.69","11,877.31","19,875.80",C,0,93.15
EU,2024-09-09,"1,066.00","3,495.22",30.5,"1,447.53",447.9,"1,145.69","11,877.30","19,875.82",C,0,93.04
EU,2024-09-08,"1,064.88","3,495.22",30.47,"1,852.39",377.7,"1,145.69","11,877.30","19,875.82",C,0,92.95
EU,2024-09-07,"1,063.42","3,495.22",30.42,"1,644.00",564.6,"1,145.69","11,877.28","19,875.87",E,0,92.82
EU,2024-09-06,"1,062.35","3,495.22",30.39,"1,559.57",487.2,"1,145.69","11,877.26","19,822.36",C,0,92.73
EU,2024-09-05,"1,061.29","3,495.22",30.36,"1,327.03",527.2,"1,145.62","11,877.24","19,790.29",E,0,92.64
EU,2024-09-04,"1,060.50","3,495.22",30.34,"1,337.63",832.7,"1,145.62","11,869.19","19,818.97",C,0,92.57
EU,2024-09-03,"1,060.00","3,495.22",30.33,"1,301.64",691.4,"1,145.62","11,853.19","19,876.10",C,0,92.53
EU,2024-09-02,"1,059.40","3,495.22",30.31,"1,776.89",489.8,"1,145.62","11,857.20","19,876.08",C,0,92.47
EU,2024-09-01,"1,058.05","3,495.22",30.27,"2,670.08",253.2,"1,145.62","11,859.21","19,876.05",C,0,92.36
EU,2024-08-31,"1,055.60","3,495.22",30.2,"2,699.64",201.3,"1,142.53","11,865.30","19,874.48",C,0,92.39
EU,2024-08-30,"1,053.21","3,495.22",30.13,"1,976.82",374.3,"1,142.53","11,885.32","19,874.43",C,0,92.18
EU,2024-08-29,"1,051.63","3,495.22",30.09,"1,978.09",388.1,"1,142.53","11,885.33","19,874.40",C,0,92.04
EU,2024-08-28,"1,050.05","3,495.22",30.04,"2,330.40",208.5,"1,142.35","11,876.37","19,842.16",C,0,91.92
EU,2024-08-27,"1,047.95","3,495.22",29.98,"2,412.33",226.3,"1,139.61","11,809.82","19,874.16",C,0,91.96
EU,2024-08-26,"1,045.78","3,495.22",29.92,"2,772.35",226,"1,139.61","11,785.90","19,873.94",C,0,91.77
EU,2024-08-25,"1,043.87","3,495.22",29.87,"3,662.25",72.6,"1,139.61","11,786.03","19,873.60",C,0,91.6
EU,2024-08-24,"1,040.31","3,495.22",29.76,"3,665.45",102.3,"1,139.61","11,786.15","19,873.28",C,0,91.29
EU,2024-08-23,"1,036.14","3,495.22",29.64,"3,184.80",158,"1,138.80","11,786.31","19,872.87",C,0,90.99
EU,2024-08-22,"1,033.15","3,495.22",29.56,"2,939.68",124.9,"1,138.80","11,786.36","19,872.74",C,0,90.72
EU,2024-08-21,"1,030.37","3,495.22",29.48,"3,069.56",130.2,"1,138.80","11,786.44","19,840.40",C,0,90.48
EU,2024-08-20,"1,027.46","3,495.22",29.4,"3,105.62",142.9,"1,138.80","11,786.59","19,872.12",C,0,90.22
EU,2024-08-19,"1,024.53","3,495.22",29.31,"3,172.32",169.2,"1,138.80","11,786.67","19,871.90",C,0,89.97
EU,2024-08-18,"1,021.54","3,495.22",29.23,"4,136.21",90.4,"1,138.70","11,786.79","19,871.59",C,0,89.71
EU,2024-08-17,"1,017.51","3,495.22",29.11,"4,009.88",88.5,"1,138.70","11,786.95","19,871.18",C,0,89.36
EU,2024-08-16,"1,013.64","3,495.22",29,"3,602.41",138.90,"1,138.70","11,787.01","19,871.00",E,0,89.02
EU,2024-08-15,"1,010.20","3,495.22",28.9,"3,692.02",94.40,"1,138.70","11,787.14","19,870.67",C,0,88.72
EU,2024-08-14,"1,006.62","3,495.22",28.8,"3,251.05",217.60,"1,138.57","11,787.23","19,838.31",E,0,88.41
EU,2024-08-13,"1,003.58","3,495.22",28.71,"3,372.26",272.50,"1,138.20","11,787.32","19,870.18",C,0,88.17
EU,2024-08-12,"1,000.48","3,495.22",28.62,"3,150.30",262.80,"1,138.10","11,787.39","19,870.01",C,0,87.91
EU,2024-08-11,998.27,"3,495.22",28.56,"3,370.72",222.3,"1,138.10","11,787.59","19,869.48",E,0,87.71
