name,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full
EU,2015-05-27,396.49,"4,035.00",9.83,"2,985.10",170.70,"1,044.16","9,983.81","17,130.26",C,0,37.97
EU,2015-05-26,393.67,"4,035.00",9.76,"3,205.98",163.40,"1,044.15","9,804.83","17,129.90",C,0,37.7
EU,2015-05-25,390.67,"4,035.00",9.68,"3,966.72",82.90,"1,044.16","9,805.08","17,239.79",C,0,37.41
EU,2015-05-24,386.76,"4,035.00",9.59,"4,171.42",112.40,"1,042.28","9,789.61","17,184.53",C,0,37.11
EU,2015-05-23,382.71,"4,035.00",9.48,"4,077.73",122.30,"1,042.27","9,789.61","17,019.39",C,0,36.72
EU,2015-05-22,378.77,"4,035.00",9.39,"3,267.53",123.50,"1,042.28","9,899.51","17,018.89",C,0,36.34
EU,2015-05-21,375.65,"4,035.00",9.31,"2,689.16",129.90,"1,042.30","9,899.82","17,018.95",C,0,36.04
EU,2015-05-20,373.12,"4,035.00",9.25,"2,725.00",311.20,"1,042.30","9,810.53","17,104.61",C,0,35.8
EU,2015-05-19,370.7,"4,035.00",9.19,"3,023.80",277.90,"1,042.30","9,810.57","17,068.56",C,0,35.57
EU,2015-05-18,367.97,"4,035.00",9.12,"3,392.18",144.90,"1,042.30","9,810.81","17,067.63",C,0,35.3
EU,2015-05-17,364.69,"4,035.00",9.04,"4,188.74",80.70,"1,042.32","9,900.78","17,066.98",C,0,34.99
EU,2015-05-16,360.63,"4,035.00",8.94,"3,910.44",95.10,"1,042.36","9,901.55","17,017.10",C,0,34.6
EU,2015-05-15,356.8,"4,035.00",8.84,"3,398.66",93.10,"1,042.28","9,853.95","17,015.17",C,0,34.23
EU,2015-05-14,353.49,"4,035.00",8.76,"3,557.55",80.50,"1,042.27","9,854.00","17,014.60",C,0,33.92
EU,2015-05-13,349.99,"4,035.00",8.67,"3,342.66",94.50,"1,042.27","9,854.16","17,013.95",C,0,33.58
EU,2015-05-12,346.81,"4,035.00",8.59,"3,391.97",97.60,"1,042.29","9,854.61","17,013.60",C,0,33.27
EU,2015-05-11,343.51,"4,035.00",8.51,"3,544.12",117.40,"1,042.28","9,854.99","17,032.47",C,0,32.96
EU,2015-05-10,340.13,"4,035.00",8.43,"3,905.87",112.40,"1,042.31","9,846.32","17,011.78",C,2,32.63
EU,2015-05-09,323.77,"4,035.00",8.02,"3,427.62",102.70,"1,022.80","9,669.20","16,816.38",C,0,31.66
EU,2015-05-08,320.02,"4,035.00",7.93,"2,852.33",146.00,"1,022.80","9,669.19","16,802.70",C,0,31.29
EU,2015-05-07,317.33,"4,035.00",7.86,"2,732.11",213.20,"1,022.80","9,678.68","16,816.06",C,0,31.03
EU,2015-05-06,314.8,"4,035.00",7.8,"2,996.48",149.20,"1,022.80","9,678.91","16,815.47",C,0,30.78
EU,2015-05-05,311.92,"4,035.00",7.73,"3,201.18",101.10,"1,022.80","9,679.21","16,814.64",C,0,30.5
EU,2015-05-04,308.79,"4,035.00",7.65,"3,077.35",156.10,"1,022.79","9,726.49","16,813.70",C,0,30.19
EU,2015-05-03,305.9,"4,035.00",7.58,"3,341.80",116.00,"1,022.80","9,726.94","16,812.88",C,0,29.91
EU,2015-05-02,302.69,"4,035.00",7.5,"3,121.74",118.00,"1,022.79","9,727.16","16,811.72",C,0,29.59
EU,2015-05-01,299.69,"4,035.00",7.43,"2,939.45",156.40,"1,022.77","9,727.06","16,811.26",C,0,29.3
EU,2015-04-30,297.22,"4,035.00",7.37,"2,074.74",684.80,"1,026.14","9,727.68","16,808.47",C,0,28.96
EU,2015-04-29,295.87,"4,035.00",7.33,"1,661.06","1,056.70","1,026.14","9,727.68","16,894.12",C,0,28.83
EU,2015-04-28,295.24,"4,035.00",7.32,"1,623.98",893.20,"1,026.14","9,727.74","16,949.84",C,0,28.77
EU,2015-04-27,294.53,"4,035.00",7.3,"1,545.56",707.90,"1,026.14","9,727.65","16,974.37",C,0,28.7
EU,2015-04-26,293.69,"4,035.00",7.28,"2,405.88",213.90,"1,026.14","9,727.65","16,989.27",C,0,28.62
EU,2015-04-25,291.49,"4,035.00",7.22,"2,274.43",261.80,"1,026.14","9,727.61","16,996.83",C,0,28.41
EU,2015-04-24,289.47,"4,035.00",7.17,"1,769.71",305.40,"1,026.14","9,727.61","17,014.23",C,0,28.21
EU,2015-04-23,288.03,"4,035.00",7.14,"1,439.21",280.20,"1,026.14","9,680.63","17,014.31",C,0,28.07
EU,2015-04-22,286.88,"4,035.00",7.11,"1,515.70",383.90,"1,026.14","9,717.88","17,014.40",C,0,27.96
EU,2015-04-21,285.78,"4,035.00",7.08,"1,465.31",321.30,"1,026.14","9,727.63","17,007.21",C,0,27.85
EU,2015-04-20,284.63,"4,035.00",7.05,"1,439.46",542.20,"1,026.13","9,727.66","17,026.88",C,0,27.74
EU,2015-04-19,283.75,"4,035.00",7.03,"1,830.22",621.30,"1,026.13","9,727.74","17,033.99",C,0,27.65
EU,2015-04-18,282.54,"4,035.00",7,"1,865.48",480.10,"1,026.17","9,728.30","17,034.69",C,0,27.53
EU,2015-04-17,281.16,"4,035.00",6.97,"1,580.05",560.30,"1,026.11","9,727.71","17,033.43",C,0,27.4
EU,2015-04-16,280.15,"4,035.00",6.94,"1,663.74",444.10,"1,026.10","9,727.64","17,033.25",C,0,27.3
EU,2015-04-15,278.96,"4,035.00",6.91,"1,598.30",480.90,"1,026.10","9,727.73","17,148.09",C,0,27.19
EU,2015-04-14,277.88,"4,035.00",6.89,"1,415.41",633.10,"1,026.10","9,727.94","17,140.35",C,0,27.08
EU,2015-04-13,277.09,"4,035.00",6.87,"1,279.07","1,213.00","1,026.05","9,727.37","17,147.31",C,0,27.01
EU,2015-04-12,277.02,"4,035.00",6.87,"1,527.34",762.50,"1,025.98","9,726.66","17,145.88",C,0,27
EU,2015-04-11,276.26,"4,035.00",6.85,"1,304.62",706.70,"1,026.00","9,726.83","17,146.25",C,0,26.93
EU,2015-04-10,275.67,"4,035.00",6.83,"1,118.89",962.60,"1,026.02","9,727.06","17,146.68",C,0,26.87
EU,2015-04-09,275.54,"4,035.00",6.83,931.45,"1,017.90","1,026.05","9,727.52","17,147.39",C,0,26.85
EU,2015-04-08,275.63,"4,035.00",6.83,641.5,"1,681.00","1,026.05","9,727.65","17,147.71",C,0,26.86
EU,2015-04-07,276.73,"4,035.00",6.86,649.16,"2,049.10","1,026.12","9,728.37","17,141.72",C,0,26.97
EU,2015-04-06,278.17,"4,035.00",6.89,878.89,"1,163.00","1,026.14","9,728.73","17,124.95",C,0,27.11
EU,2015-04-05,278.45,"4,035.00",6.9,904.8,"1,159.00","1,026.14","9,728.83","17,090.19",C,0,27.14
EU,2015-04-04,278.68,"4,035.00",6.91,874.73,"1,272.10","1,026.14","9,728.96","17,056.91",C,0,27.16
EU,2015-04-03,279.08,"4,035.00",6.92,759.8,"1,742.50","1,026.14","9,729.07","17,057.03",C,0,27.2
EU,2015-04-02,280.04,"4,035.00",6.94,474.59,"2,363.10","1,026.11","9,728.85","17,090.30",C,0,27.29
EU,2015-04-01,281.95,"4,035.00",6.99,968.25,"2,097.80","1,026.13","9,728.77","17,142.49",C,0,27.48
EU,2015-03-31,283.15,"4,035.00",7.02,112.58,"1,870.00","1,023.08","9,326.66","17,050.41",C,0,27.68
EU,2015-03-30,285.2,"4,035.00",7.07,215.17,"1,749.90","1,023.08","9,366.17","17,043.40",C,0,27.88
EU,2015-03-29,286.9,"4,035.00",7.11,701.97,"1,218.80","1,023.08","9,366.17","17,018.58",C,0,28.04
EU,2015-03-28,287.44,"4,035.00",7.12,484.69,"1,440.20","1,023.08","9,354.10","16,974.91",C,0,28.1
EU,2015-03-27,288.42,"4,035.00",7.15,129.07,"2,518.60","1,023.08","9,366.19","16,984.08",C,0,28.19
EU,2015-03-26,290.83,"4,035.00",7.21,225.81,"2,699.20","1,023.08","9,366.22","16,984.34",C,0,28.43
EU,2015-03-25,293.36,"4,035.00",7.27,146.24,"2,988.80","1,023.08","9,327.17","17,019.46",C,0,28.67
EU,2015-03-24,296.25,"4,035.00",7.34,217.08,"2,956.30","1,023.08","9,327.27","17,029.64",C,0,28.96
EU,2015-03-23,298.99,"4,035.00",7.41,150.63,"3,205.10","1,023.08","9,327.42","17,044.71",C,0,29.22
EU,2015-03-22,302.05,"4,035.00",7.49,292.4,"2,835.20","1,023.08","9,327.55","17,044.84",C,0,29.52
EU,2015-03-21,304.56,"4,035.00",7.55,295.51,"2,560.60","1,023.08","9,327.64","17,044.97",C,0,29.77
EU,2015-03-20,306.83,"4,035.00",7.6,335.65,"3,151.00","1,023.08","9,327.72","17,044.99",C,0,29.99
EU,2015-03-19,309.65,"4,035.00",7.67,266.7,"2,872.50","1,023.08","9,327.82","17,045.13",C,0,30.27
EU,2015-03-18,312.25,"4,035.00",7.74,280.94,"2,778.40","1,023.08","9,327.89","17,037.60",C,0,30.52
EU,2015-03-17,314.74,"4,035.00",7.8,340.16,"2,855.60","1,023.08","9,327.98","17,045.11",C,0,30.76
EU,2015-03-16,317.26,"4,035.00",7.86,296.04,"3,551.40","1,023.08","9,328.09","17,042.34",C,0,31.01
EU,2015-03-15,320.54,"4,035.00",7.94,233.19,"3,068.80","1,023.07","9,328.22","17,045.56",C,0,31.33
EU,2015-03-14,323.37,"4,035.00",8.01,247.54,"3,291.90","1,023.07","9,328.38","17,045.81",C,0,31.61
EU,2015-03-13,326.41,"4,035.00",8.09,297.68,"3,560.70","1,023.08","9,328.58","17,046.08",C,0,31.9
EU,2015-03-12,329.65,"4,035.00",8.17,297.24,"3,437.60","1,023.07","9,328.68","17,046.29",C,0,32.22
EU,2015-03-11,332.83,"4,035.00",8.25,338.97,"3,137.80","1,023.07","9,328.75","17,031.62",C,0,32.53
EU,2015-03-10,335.64,"4,035.00",8.32,432.49,"2,996.90","1,023.08","9,328.82","17,014.46",C,0,32.81
EU,2015-03-09,338.23,"4,035.00",8.38,411.4,"3,438.90","1,023.08","9,328.90","17,022.21",C,0,33.06
EU,2015-03-08,341.27,"4,035.00",8.46,619.09,"2,654.50","1,023.08","9,329.00","17,022.58",C,0,33.36
EU,2015-03-07,343.33,"4,035.00",8.51,426.11,"3,085.50","1,023.08","9,329.04","17,005.41",C,0,33.56
EU,2015-03-06,346,"4,035.00",8.57,215.88,"4,259.70","1,023.09","9,329.16","17,005.74",C,0,33.82
EU,2015-03-05,350.06,"4,035.00",8.68,158.17,"5,351.00","1,023.08","9,229.92","16,948.87",C,-1,34.22
EU,2015-03-04,355.23,"4,035.00",8.8,112.39,"5,405.60","1,023.08","9,319.40","17,038.51",C,-1,34.72
EU,2015-03-03,360.56,"4,035.00",8.94,148.02,"5,421.10","1,023.08","9,329.44","17,048.70",C,-1,35.24
EU,2015-03-02,365.84,"4,035.00",9.07,222.93,"4,959.70","1,023.08","9,329.59","17,049.02",C,0,35.76
EU,2015-03-01,370.53,"4,035.00",9.18,287.09,"4,369.40","1,023.08","9,329.72","17,049.36",C,0,36.22
EU,2015-02-28,374.63,"4,035.00",9.28,219.53,"5,013.80","1,024.95","9,329.79","17,096.21",C,0,36.55
EU,2015-02-27,379.44,"4,035.00",9.4,239.06,"5,611.00","1,024.94","9,329.88","17,096.40",C,-1,37.02
EU,2015-02-26,384.86,"4,035.00",9.54,373.88,"5,620.30","1,024.94","9,329.99","17,044.35",C,-1,37.55
EU,2015-02-25,390.2,"4,035.00",9.67,222.03,"5,972.30","1,024.94","9,330.11","17,037.16",C,-1,38.07
EU,2015-02-24,395.97,"4,035.00",9.81,140.16,"6,067.30","1,024.94","9,330.24","17,037.46",C,-1,38.63
EU,2015-02-23,401.94,"4,035.00",9.96,114.65,"6,047.00","1,024.94","9,330.35","17,082.57",C,-1,39.22
EU,2015-02-22,407.85,"4,035.00",10.11,182.31,"5,548.10","1,024.94","9,330.44","17,097.76",C,-1,39.79
EU,2015-02-21,413.23,"4,035.00",10.24,176.01,"6,095.30","1,024.94","9,330.53","17,098.04",C,-1,40.32
EU,2015-02-20,419.15,"4,035.00",10.39,127.74,"6,973.40","1,024.94","9,330.62","17,098.34",C,-1,40.9
EU,2015-02-19,426.08,"4,035.00",10.56,87.06,"7,241.30","1,024.94","9,330.75","17,098.65",C,-1,41.57
EU,2015-02-18,433.25,"4,035.00",10.74,82.11,"7,449.00","1,024.94","9,330.87","17,098.94",C,-1,42.27
EU,2015-02-17,440.67,"4,035.00",10.92,137.55,"7,106.90","1,024.94","9,330.98","17,098.96",C,-1,42.99
EU,2015-02-16,447.72,"4,035.00",11.1,85.74,"7,013.80","1,024.94","9,331.11","17,099.23",C,-1,43.68
EU,2015-02-15,454.65,"4,035.00",11.27,381.41,"5,753.90","1,024.94","9,331.26","17,099.47",C,-1,44.36
EU,2015-02-14,460.05,"4,035.00",11.4,418.36,"6,069.30","1,024.94","9,331.36","17,084.72",C,-1,44.88
EU,2015-02-13,465.71,"4,035.00",11.54,344.92,"7,098.60","1,024.94","9,331.48","17,040.19",C,-1,45.44
EU,2015-02-12,472.5,"4,035.00",11.71,91.35,"7,646.10","1,024.94","9,331.61","17,040.47",C,-1,46.1
EU,2015-02-11,480.13,"4,035.00",11.9,96.7,"7,657.50","1,024.94","9,331.75","17,040.52",C,-1,46.84
EU,2015-02-10,487.85,"4,035.00",12.09,93.77,"7,582.30","1,024.94","9,331.86","17,058.18",C,-1,47.6
EU,2015-02-09,495.36,"4,035.00",12.28,98.88,"8,016.50","1,024.94","9,153.21","16,914.28",C,-1,48.33
EU,2015-02-08,503.4,"4,035.00",12.48,138.81,"7,203.90","1,024.94","9,332.09","17,086.51",C,-1,49.11
EU,2015-02-07,510.67,"4,035.00",12.66,121.86,"7,968.50","1,024.94","9,332.21","17,101.75",C,-1,49.82
EU,2015-02-06,518.71,"4,035.00",12.86,70.40,"8,614.70","1,024.94","9,332.34","17,102.04",C,-1,50.61
EU,2015-02-05,527.54,"4,035.00",13.07,72.02,"9,029.70","1,024.94","9,332.47","17,102.36",C,-1,51.47
EU,2015-02-04,536.28,"4,035.00",13.29,59.26,"8,617.40","1,024.94","9,332.57","17,102.67",C,-1,52.32
EU,2015-02-03,544.99,"4,035.00",13.51,48.16,"8,661.90","1,024.94","9,332.64","17,102.97",C,-1,53.17
EU,2015-02-02,553.77,"4,035.00",13.72,53.86,"8,260.50","1,024.94","9,332.68","17,103.28",C,-1,54.03
EU,2015-02-01,562.07,"4,035.00",13.93,127.59,"6,596.00","1,024.94","9,332.69","17,103.55",C,-1,54.84
EU,2015-01-31,568.53,"4,035.00",14.09,105.61,"6,406.70","1,024.94","9,332.70","17,103.88",C,-1,55.47
EU,2015-01-30,574.88,"4,035.00",14.25,85.83,"7,576.60","1,024.94","9,332.72","17,104.21",C,-1,56.09
EU,2015-01-29,582.43,"4,035.00",14.43,98.54,"7,599.50","1,024.94","9,293.58","17,104.50",C,-1,56.83
EU,2015-01-28,590.11,"4,035.00",14.62,75.05,"7,271.40","1,024.94","9,260.90","17,104.86",C,-1,57.58
EU,2015-01-27,597.33,"4,035.00",14.8,94.81,"7,313.60","1,024.94","9,232.87","17,105.25",C,-1,58.28
EU,2015-01-26,604.58,"4,035.00",14.98,190.82,"7,387.60","1,024.94","9,317.85","17,105.27",C,-1,58.99
EU,2015-01-25,611.8,"4,035.00",15.16,120.74,"6,287.60","1,024.94","9,317.87","17,105.30",C,-1,59.69
EU,2015-01-24,618.05,"4,035.00",15.32,73.50,"6,535.30","1,024.94","9,317.86","17,105.60",C,-1,60.3
EU,23-Jan-15,624.6,"4,035.00",15.48,72.96,"7,512.10","1,024.94","9,317.86","17,105.76",C,-1,60.94
EU,22-Jan-15,632.28,"4,035.00",15.67,118.8,"7,458.70","1,024.94","9,317.87","17,105.75",C,-1,61.69
EU,21-Jan-15,639.89,"4,035.00",15.86,137.36,"7,449.70","1,024.94","9,206.28","17,106.01",C,-1,62.43
EU,20-Jan-15,647.28,"4,035.00",16.04,134.72,"7,382.00","1,024.94","9,235.63","17,106.35",C,-1,63.15
EU,19-Jan-15,654.72,"4,035.00",16.23,77.14,"7,345.90","1,024.94","9,213.67","17,106.44",C,-1,63.88
EU,18-Jan-15,662.09,"4,035.00",16.41,92.6,"5,309.70","1,024.94","9,199.06","17,106.56",C,-1,64.6
EU,17-Jan-15,667.36,"4,035.00",16.54,138.49,"4,864.10","1,024.94","9,199.10","17,047.72",C,-1,65.11
EU,16-Jan-15,672.52,"4,035.00",16.67,136.22,"5,819.90","1,024.94","9,094.69","17,079.58",C,-1,65.62
EU,15-Jan-15,678.26,"4,035.00",16.81,677.84,"6,011.80","1,024.94","9,094.70","17,107.10",C,-1,66.18
EU,14-Jan-15,683.52,"4,035.00",16.94,77.28,"6,097.70","1,024.94","9,094.71","16,940.52",C,-1,66.69
EU,13-Jan-15,689.52,"4,035.00",17.09,147.63,"5,143.40","1,024.94","9,094.72","17,078.86",C,0,67.27
EU,12-Jan-15,694.48,"4,035.00",17.21,78.93,"5,160.70","1,024.94","9,094.72","16,997.70",C,0,67.76
EU,11-Jan-15,699.55,"4,035.00",17.34,206.11,"4,106.00","1,024.94","9,094.75","17,005.24",C,0,68.25
EU,10-Jan-15,703.43,"4,035.00",17.43,399.02,"3,469.00","1,024.94","9,094.76","17,105.92",C,0,68.63
EU,09-Jan-15,706.49,"4,035.00",17.51,298.82,"4,716.90","1,024.94","9,094.76","17,101.41",C,0,68.93
EU,08-Jan-15,710.93,"4,035.00",17.62,795.12,"6,467.80","1,024.94","9,094.76","17,101.58",C,-1,69.36
EU,07-Jan-15,716.61,"4,035.00",17.76,233.94,"6,511.00","1,024.94","9,094.79","17,101.83",C,-1,69.92
EU,06-Jan-15,722.96,"4,035.00",17.92,144.23,"6,163.60","1,024.94","9,094.77","17,101.96",C,-1,70.54
EU,05-Jan-15,729.02,"4,035.00",18.07,205.24,"6,248.70","1,024.94","9,094.80","17,072.71",C,-1,71.13
EU,04-Jan-15,735.02,"4,035.00",18.22,311.06,"4,509.00","1,024.94","9,094.84","16,944.26",C,0,71.71
EU,03-Jan-15,739.26,"4,035.00",18.32,361.96,"4,605.30","1,024.94","9,094.86","16,870.12",C,0,72.13
EU,02-Jan-15,743.48,"4,035.00",18.43,324.21,"5,232.40","1,024.94","9,094.91","17,056.69",C,0,72.54
EU,01-Jan-15,748.37,"4,035.00",18.55,368.01,"5,389.20","1,024.94","9,181.51","17,108.61",C,0,73.02
EU,31-Dec-13,643.77,"4,308.00",14.94,412.31,"1,863.10",927.87,"8,600.68","15,955.85",C,0,69.38
EU,30-Dec-13,645.26,"4,308.00",14.98,357.33,"2,026.10",927.91,"8,735.70","15,957.20",C,0,69.54
EU,29-Dec-13,645.79,"4,308.00",14.99,507.48,"1,561.00",927.83,"8,758.32","15,955.63",C,0,69.6
EU,28-Dec-13,646.81,"4,308.00",15.01,578.75,"1,472.00",927.77,"8,769.20","15,954.45",C,0,69.72
EU,27-Dec-13,647.72,"4,308.00",15.04,779.58,"1,715.30",927.83,"8,769.73","15,955.64",C,0,69.81
EU,26-Dec-13,648.76,"4,308.00",15.06,"1,038.41","1,744.20",927.94,"8,770.75","15,957.82",C,0,69.91
EU,25-Dec-13,649.45,"4,308.00",15.08,"1,100.57","1,491.70",927.94,"8,770.72","15,957.84",C,0,69.99
EU,24-Dec-13,649.84,"4,308.00",15.08,795.84,"1,698.50",927.94,"8,770.68","15,957.84",C,0,70.03
EU,23-Dec-13,650.73,"4,308.00",15.11,520.28,"2,190.30",927.94,"8,770.65","15,957.87",C,0,70.13
EU,22-Dec-13,652.41,"4,308.00",15.14,567.79,"2,223.40",927.94,"8,770.63","15,957.89",C,0,70.31
EU,21-Dec-13,654.09,"4,308.00",15.18,539.7,"2,577.70",927.94,"8,770.63","15,905.97",C,0,70.49
EU,20-Dec-13,656.15,"4,308.00",15.23,157.37,"3,605.70",927.94,"8,770.65","15,931.78",C,0,70.71
EU,19-Dec-13,659.63,"4,308.00",15.31,190.87,"3,964.20",927.94,"8,770.69","15,948.98",C,0,71.09
EU,18-Dec-13,663.21,"4,308.00",15.39,237.55,"4,096.30",927.94,"8,770.74","15,957.91",C,0,71.47
EU,17-Dec-13,667.08,"4,308.00",15.48,151.98,"4,224.60",927.94,"8,770.84","15,957.99",C,0,71.89
EU,16-Dec-13,671.14,"4,308.00",15.58,274.62,"3,632.40",927.95,"8,770.95","15,958.07",C,0,72.33
EU,15-Dec-13,674.5,"4,308.00",15.66,426.15,"2,809.20",927.95,"8,771.02","15,958.07",C,0,72.69
EU,14-Dec-13,676.9,"4,308.00",15.71,329.77,"3,262.40",927.95,"8,771.09","15,958.08",C,0,72.95
EU,13-Dec-13,679.91,"4,308.00",15.78,138.08,"4,803.70",927.95,"8,771.16","15,958.09",C,-1,73.27
EU,12-Dec-13,684.57,"4,308.00",15.89,193.38,"4,936.10",927.95,"8,771.23","15,958.08",C,-1,73.77
EU,11-Dec-13,689.38,"4,308.00",16,146.24,"4,768.40",927.95,"8,771.28","15,958.09",C,0,74.29
EU,10-Dec-13,693.96,"4,308.00",16.11,211.28,"4,446.00",927.95,"8,666.89","15,958.06",C,0,74.78
EU,09-Dec-13,698.26,"4,308.00",16.21,206.79,"4,543.10",927.95,"8,631.81","15,958.05",C,0,75.25
EU,08-Dec-13,702.58,"4,308.00",16.31,475.85,"3,151.00",927.95,"8,745.09","15,958.07",C,0,75.71
EU,07-Dec-13,705.25,"4,308.00",16.37,250.84,"3,740.60",927.95,"8,714.96","15,958.07",C,0,76
EU,06-Dec-13,708.79,"4,308.00",16.45,125.49,"4,797.60",927.95,"8,533.26","15,956.14",C,-1,76.38
EU,05-Dec-13,713.42,"4,308.00",16.56,138.71,"4,726.30",927.95,"8,533.35","15,877.40",C,-1,76.88
EU,04-Dec-13,718.12,"4,308.00",16.67,168.89,"5,179.20",927.95,"8,533.46","15,891.47",C,-1,77.39
EU,03-Dec-13,723.11,"4,308.00",16.79,126.29,"4,947.70",927.95,"8,533.58","15,865.04",C,-1,77.93
EU,02-Dec-13,727.86,"4,308.00",16.9,166.38,"4,331.10",927.95,"8,533.69","15,891.43",C,0,78.44
EU,01-Dec-13,731.97,"4,308.00",16.99,407.64,"2,991.40",927.95,"8,533.74","15,947.08",C,0,78.88
EU,30-Nov-13,734.55,"4,308.00",17.05,446.42,"3,091.30",927.95,"8,750.65","15,958.08",C,0,79.16
EU,29-Nov-13,737.17,"4,308.00",17.11,262.21,"4,388.80",927.95,"8,772.28","15,958.19",C,0,79.44
EU,28-Nov-13,741.32,"4,308.00",17.21,92.98,"5,153.80",927.95,"8,772.36","15,958.12",C,-1,79.89
EU,27-Nov-13,746.4,"4,308.00",17.33,84.58,"5,158.40",927.95,"8,745.04","15,958.08",C,-1,80.44
EU,26-Nov-13,751.49,"4,308.00",17.44,113.06,"5,031.60",927.95,"8,567.13","15,958.07",C,-1,80.98
EU,25-Nov-13,756.42,"4,308.00",17.56,131.05,"4,190.70",927.95,"8,534.28","15,764.61",C,0,81.52
EU,24-Nov-13,760.4,"4,308.00",17.65,250.41,"2,031.40",927.95,"8,534.29","15,788.66",C,0,81.94
EU,23-Nov-13,762.18,"4,308.00",17.69,187.17,"2,261.00",927.95,"8,534.28","15,719.76",C,0,82.14
EU,22-Nov-13,764.31,"4,308.00",17.74,103.05,"3,475.90",927.95,"8,534.28","15,719.74",C,0,82.37
EU,21-Nov-13,767.67,"4,308.00",17.82,98.54,"3,775.90",927.95,"8,534.27","15,719.72",C,0,82.73
EU,20-Nov-13,771.38,"4,308.00",17.91,179.01,"3,011.10",927.94,"8,534.25","15,719.68",C,0,83.13
EU,19-Nov-13,774.2,"4,308.00",17.97,181.11,"2,811.20",927.94,"8,534.24","15,719.66",C,0,83.43
EU,18-Nov-13,776.76,"4,308.00",18.03,261.44,"2,599.20",927.94,"8,534.23","15,719.64",C,0,83.71
EU,17-Nov-13,779.1,"4,308.00",18.08,250.08,"1,719.40",927.94,"8,534.22","15,719.63",C,0,83.96
EU,16-Nov-13,780.6,"4,308.00",18.12,262.66,"1,826.40",927.94,"8,534.20","15,755.34",C,0,84.12
EU,15-Nov-13,782.18,"4,308.00",18.16,159.78,"2,472.70",927.94,"8,534.19","15,755.32",C,0,84.29
EU,14-Nov-13,784.48,"4,308.00",18.21,185.95,"1,979.80",927.93,"8,534.09","15,719.36",C,0,84.54
EU,13-Nov-13,786.28,"4,308.00",18.25,176.46,"1,842.20",927.91,"8,533.91","15,719.00",C,0,84.74
EU,12-Nov-13,787.86,"4,308.00",18.29,236.24,"1,711.20",927.92,"8,534.00","15,719.18",C,0,84.91
EU,11-Nov-13,789.32,"4,308.00",18.32,267.32,"1,325.50",927.89,"8,533.74","15,718.64",C,0,85.07
EU,10-Nov-13,790.38,"4,308.00",18.35,597,751.1,927.84,"8,533.18","15,717.49",C,0,85.19
EU,09-Nov-13,790.59,"4,308.00",18.35,783.68,484.2,927.89,"8,533.73","15,718.61",C,0,85.2
EU,08-Nov-13,790.35,"4,308.00",18.35,546.44,688.4,927.9,"8,533.76","15,718.69",C,0,85.18
EU,07-Nov-13,790.51,"4,308.00",18.35,578.35,646,927.87,"8,533.49","15,718.13",C,0,85.2
EU,06-Nov-13,790.4,"4,308.00",18.35,350.44,"1,151.80",927.75,"8,532.30","15,715.69",C,0,85.2
EU,05-Nov-13,791.12,"4,308.00",18.36,316.5,"1,215.00",927.71,"8,531.85","15,714.77",C,0,85.28
EU,04-Nov-13,791.92,"4,308.00",18.38,425.99,"1,025.60",927.71,"8,531.86","15,768.11",C,0,85.36
EU,03-Nov-13,792.64,"4,308.00",18.4,858.99,344.2,927.77,"8,532.52","15,732.06",C,0,85.44
EU,02-Nov-13,792.12,"4,308.00",18.39,"1,131.04",380.6,927.77,"8,532.51","15,839.29",C,0,85.38
EU,01-Nov-13,791.42,"4,308.00",18.37,"1,004.99",493.8,927.76,"8,532.36","15,838.97",C,0,85.3
EU,31-Oct-13,789.12,"4,308.00",18.32,804.57,695.6,923.24,"8,478.26","15,733.78",C,0,85.47
EU,30-Oct-13,789.09,"4,308.00",18.32,"1,068.72",709.7,923.2,"8,477.90","15,733.04",C,0,85.47
EU,29-Oct-13,788.85,"4,308.00",18.31,"1,275.37",438.6,923.2,"8,477.89","15,826.30",C,0,85.45
EU,28-Oct-13,788.12,"4,308.00",18.29,"1,717.61",251.6,923.25,"8,478.37","15,827.29",C,0,85.36
EU,27-Oct-13,786.7,"4,308.00",18.26,"2,289.66",134.6,923.25,"8,478.33","15,827.21",C,0,85.21
EU,26-Oct-13,784.57,"4,308.00",18.21,"2,253.87",200.1,923.27,"8,717.54","15,813.47",C,0,84.98
EU,25-Oct-13,782.52,"4,308.00",18.16,"1,991.12",210.5,923.26,"8,716.76","15,870.40",C,0,84.76
EU,24-Oct-13,780.73,"4,308.00",18.12,"1,745.83",217.4,923.24,"8,716.62","15,887.46",C,0,84.56
EU,23-Oct-13,779.2,"4,308.00",18.09,"1,732.48",248.7,923.24,"8,716.62","15,887.46",C,0,84.4
EU,22-Oct-13,777.71,"4,308.00",18.05,"1,713.71",210.9,923.24,"8,716.62","15,887.46",C,0,84.24
EU,21-Oct-13,776.19,"4,308.00",18.02,"1,569.07",288.9,923.24,"8,716.62","15,887.46",C,0,84.07
EU,20-Oct-13,774.88,"4,308.00",17.99,"2,040.37",214.9,923.23,"8,716.53","15,887.26",C,0,83.93
EU,19-Oct-13,773.04,"4,308.00",17.94,"1,922.92",228.9,923.23,"8,716.51","15,887.23",C,0,83.73
EU,18-Oct-13,771.37,"4,308.00",17.91,"1,376.04",385.1,923.29,"8,717.05","15,888.34",C,0,83.55
